Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,Description,AdoptionSpeed,PID
2,1,266,0,1,1,5,7,1,1,2,2,2,1,1,0,41326,"Found him meowing at the back of my house. As I already had two cats in the house, I can't afford for another one. Bambee, cute kitten for adoption, 1-month old, need home, lonely with no family,cute but sad, will you make it happy?",3,13612
2,12,266,0,2,1,2,7,2,1,1,1,1,1,1,0,41326,I'm moving out from my sister's hse and renting a room outside so can't bring along my cat.,3,13613
2,2,264,0,2,1,6,7,3,3,1,1,1,1,1,80,41401,"HURRAH!!! GEEBELL IS NOW RESERVED AND READY TO BE COLLECTED :) my brother found this kitty with two other a month after snowbell came into our home. i'm not sure of the breed but i think its a mix between domestic and those fluffly long haired one (?)...very playful, very friendly :)",3,13614
2,6,299,0,1,6,0,0,2,1,2,2,2,1,1,50,41326,Name : Bak Gender : Male Age : 6 months Diet : Blackwood Healthy and active Litter Train SMS Affi : Adoption fees: RM adoption fees is for maintenance of food and sand for other cat Pick up point at Bandar Sunway,1,13616
1,3,103,307,1,2,0,0,2,1,1,1,2,1,1,0,41401,"Coby need a good home.GSD MIX, He is an active , healthy and play full dog.location old klang road.pls call/sms. pls give coby a good home.",1,13617
2,60,299,0,1,1,2,5,4,2,1,1,1,1,3,0,41401,Garcia is my second oldest and a big boy. Hes so fun and very affectionate. Loves to be around people including children. He has a beautiful soft coat and you will just love him. Hes very playful but very cuddly.,4,13618
1,36,307,0,2,5,0,0,3,1,1,1,1,1,1,0,41326,Very loyal n loving .,4,13619
2,2,266,0,2,1,0,0,1,1,2,2,2,1,2,0,41326,two adorable girl needing a new home. They're highly active and very tame and very in need of home as I am a student and I don't have enough budget to take care of them. They're fully black and very cuddly. Need a new home as soon as possible. You can directly call and whatsapp me at my number,4,13620
1,6,307,0,1,1,2,0,2,2,1,1,2,1,1,0,41326,Gustavo is one adorable male puppy who looks like a German Shepard mix breed. He is friendly but protects his owner. Gustavo is very disciplined and will obey to commands. Please open your hearts and home to him. Call us immediately at if you wish to adopt.,3,13621
2,8,265,285,3,2,5,7,2,2,2,2,3,1,7,0,41401,"All those cat are belong to me, given birth by same female cat. I need to find new adopters because there are 15 cats in my mother small flat house. We cannot afford to take care all of them because of the cost and space. Their mother are also pregnant again now for 3 times in a year. All of them are trained litter-box and can feed kibbles. They are playful and healthy, and need love and home.. ## Im not sure what is their breed, since their past great grandmother is a persian, but their mother and grandmother seems like domestic cat. ## So far as I noticed, they are all grown fast.",4,13623
1,2,307,307,1,1,2,3,1,1,2,2,3,1,2,0,41326,Two male pupies available for adoption. Rescued puppies froma c company. Transport provided for klang area. mother looks like a mix breed..her body size is not like a normal size dog..she looks small.. anyone can adopt these pupies? do contact Mr Jack or,3,13624
2,3,266,266,2,1,5,7,2,2,1,1,2,1,3,0,41326,"Do come back to get vaccination (3 months) and neutering (5 months old)Mother has been neutered please drop by to view : - Klinik Veterinar Mayo 11A, Jalan USJ 10/1F, USJ Taipan, Subang Jaya contact : miss rani contact no :",4,13625
1,1,307,0,1,2,0,0,1,1,3,3,3,1,4,0,41326,"Hi there, I found 4 little pups abandoned in the park and I took them in for the night. They are brown in colour, all males, super cute 2-3 week old pups that are young enough to be easily trained. They need a loving home. I have limited means so cannot keep them. Please help me find them a home?",2,13626
2,4,266,0,2,1,0,0,2,1,2,2,2,1,1,5,41326,"This kitten was taken from my rooftop and cared since its a baby. There was initially two but only one survived. Her coat is silky smooth and she is so active. Although I love to care for her, my husband said enough cats in the house already. He puts a dateline til this sunday. If not adopted by then she'll be put to the local market area. Please..help.",2,13627
2,8,265,0,2,1,0,0,1,2,2,2,1,1,1,80,41401,"URGENT: Black kitten with yellow eyes. Playful, smart and friendly. Needs to be spayed. Cannot keep with me, as housemate has allergy to cats. Interested adopters (ONLY SERIOUS, NO STUDENTS) that are willing to give her a permanent home, please feel free to whatsapp me at or message me at.",4,13630
1,5,103,75,2,1,2,0,2,1,3,3,2,1,1,550,41401,"********** NEW Update ********** C’mie, the lost dog from Padang Merbok / Bukit Tunku is now available for adoption. My family and I have been nurturing her back to good health and training her with basic command. Unfortunately we are unable to foster her for an extended duration of time because of our working culture. She has the potential to be a worthy dog, as such I am looking for the best option for her. This shall be a process for adoption, as a friendly reminder, this is NOT a process of buying-selling. Whereby, a second visit shall be considered as conclusive that both of the adopter’s and c’mie criteria fits each other. By the end of this week .. the decision for the adoption will be made. I’m pleased to answer further questions regarding her characteristics and behaviour. As a general overview, she is an energetic, adventurous and fast-learning puppy. At time she is stubborn, vocal (She now has better control of excitement, she is not aggressive) and pleads with you thru the trick of the trade for being a puppy. She behaves well when you are grooming her, if she behaves otherwise, all she needs is time to relax beforehand. She requires a compound and daily walks. Preferably she is adopted by a family with basic knowledge of caring for a dog, a family with children and a family that is inclined for outdoor activities. She would require training to be an obedient dog as she possesses the traits of a dominant dog. Above all else, she reacts best with positive reinforcement. She is more likely to grow bigger but not taller. Her best features is her paws, it is strong and sturdy. Adoption fees RM includes Hills prescription diet I/D (More or less sufficient for July), Ear Drops, Ears Cleaning Fluid, Dog Bowl, Collar (She was found with this collar, would require a bigger collar when she grows bigger) and leash and Dog Bowl. If the adopter does not have a dog cage, I’m willing to provide mine for RM, as it is intended to be donated to the ASPCA. ********** End of Update ********** A puppy with RED collar was found at Padang Merbok. She was wandering about until my group of friends decided to play with her. During the drive to SPCA, it is apparent that she has experience being in the car. SPCA has placed her under the waiting list for adoption. A trip to the vet has confirmed that she has has negative result in both distemper and parvo cvirus. However, she does have an extended stomach as she has not been eating well. Within 2 weeks of regular feeding, it would allow her to return to good health. A treatable physical ailment is that she does have ear mites. Her ears are now cleaned daily coupled with the administration of ear drops. Now that she feels at comfort, it is apparent that she is an intelligent dog that would requires obedience and discipline. She is potentially a good guard dog, respective to the general traits of a German Shepard Dog. She DOES know that there are certain things that would get her into trouble. She will proceed with guilty eyes and plead vocally with you. She chooses to relief herself outdoors, groom herself post-walk. As of yet, there are no listing found for her. Her owner is still being sought after. Due to the extensive working hours during the weekday and marathon training during the weekend, I am unable to foster her for an extended period of time. She would be well suited for an active lifestyle.",2,13631
2,2,266,0,1,7,0,0,1,1,2,2,2,1,1,0,41326,"Rescued from street, hope to get him a permanent home.",1,13632
1,8,307,0,2,2,0,0,3,2,3,3,1,1,1,0,41326,Lovely dog looking for a forever home. Suitable as companion cum guard dog. Alrdy spayed and ready for a home. If u are interested to adopt pls contact Rachel,2,13633
1,60,60,0,1,7,0,0,1,3,1,1,1,1,1,0,41326,"Looking for a suitable and loving new family for my love He is tame and manja. My kid is allergy to its fur and sadly we have no choice but to let him go to a better home with full care and love. Prefer working adults with experience, and only for those who willing to keep him indoor. No adoption fees will be collected but have to contribute to his vaccination for current year. We also how that we could keep in touch after the adoption as we will miss him for sure :( Tell me more about yourself and we shall see if you are the right candidate for my precious here :) Thanks!",2,13634
1,8,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41401,"Fat Fat ""chinese meaning prosperity"" :) He had very good build and smooth fur, his mum Haley was adopted but the owner didn't border to spay her, so give birth to 5 pups Fat Fat is one of them, them at last the neighbour of the ex-owner complain they are too noisy and causing him sleeping nights, so the owen just send all of them back to jac.... how sad And we are doing all these endlessly..... pls pray ur adopted pup",3,13637
2,6,265,0,3,1,4,7,2,2,2,1,2,1,4,0,41326,nak beri kucing2 ini kepada peminat kucing yang sayangkan kucing dan boleh menjaga mereka... saya nak beri kesemuanya termasuk ibunya.. kucing2 ini amat sopan santun serta bertata tertib ketika makan dan telah di latih untuk buang air.saya akan beri dengan cagenya skali.. sesiapa yang berminat sila contact sya ina..,1,13638
1,24,307,0,1,2,0,0,3,1,3,3,3,1,1,0,41401,I found it wandering outside about 2 weeks ago so i took him home. I am not sure how old is he. He is very healthy and clean. He is also quite obedient. He might be owned before. Anyone lost the dog or anyone interested in adopting the dog please contact me.,4,13639
1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,Pretty little cutie up for adoption! Please call Melissa at to adopt :) For more details visit Cherishlife Home on Facebook.,4,13640
2,1,265,285,3,1,6,7,1,2,2,1,2,1,3,150,41326,"3 CUTE LITTLE KITTENS FOR ADOPTION,THEY ARE 1 MONTH OLD, MIXED GENDER, HEALTHY AND PLAYFUL.",1,13641
2,1,266,0,3,1,2,7,2,1,2,2,2,1,4,0,41401,"These kittens are about 7 weeks old. 3 kittens are male, and 1 is female (with white colour). They are very playful and active.",2,13642
1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,Browny seem to be the giver in the pack. Mild in temperament. This dog can be fun loving and easily trained Adoption is free; neutering is borne by adopter,2,13643
1,2,307,0,2,2,7,0,1,1,1,1,1,1,1,0,41326,got 4 puppies from stray dog ...but good guard dog...normal breed. 4 puppies is 2 months old very healthy & playful....looking desperately for adoption from some kind hearted animals lover.,4,13644
2,4,266,0,1,1,2,7,1,1,2,1,2,1,1,10,41401,"a friend, hafiz bring this kitten to my place, he found it near a dirty puddle on the way back from work, he was wet, shaking, and so dirty.. i took him in, wash and feed him.. next day i took him to vet and was surprise to learn that he was 4 months old, cause so tiny.. in these pictures, my persians are staring at him with curiosity, they are like giants compared to tiny.. :) thanks you makcik for adopting tiny, tiny is now known as tom thumb.. hehe..",1,13645
1,4,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,"LADY came to my sister's house by chance coz guess she sniffed lots of dogs scent in my sis's house :) She is a very friendly dog that instantly warms up to any dogs and human. She is one quiet, obedient dog too! Barely makes noise and great as companion. But if you are afraid she won't make a good guard, well we will just have to see when she grows up. But please don't torture her or train her to be fierce and brutal. Her nature is just too sweet for that. And if you are thinking of that, pls exit this page... NOW. Back to Lady. Her fur is short and from the photos she look skinny and skeleton but if you were to meet her, she has a nice body structure and with big appetite! She will sit quietly and look at you if you have food on your hand! She will lick u to bits if you give her treats! Lady is currently being fostered in OUG, anyone seriously thinking to adopt her, pls buzz me. Thanks",4,13647
1,9,218,307,1,2,3,0,1,2,2,1,2,1,1,0,41401,"Hi all,Babyboy is now looking for a good home since the owner is moving to an apartment,he is very alert & friendly..his father is a mongrel mixed & mother is a mini terrier ..please contact vivienne for more details about BabyBoy..",2,13648
1,2,307,0,2,2,5,7,1,2,1,1,1,1,2,200,41326,"Two adorable female pups, fluffy and soft, cuddly and sweet, ready to join your family!! Call to make an appointment to come see these snuggly pups. www.klpoochrescue.org",2,13649
1,12,307,0,2,7,0,0,1,1,1,1,1,1,1,0,41326,"This beautiful girl with her soft white hair named Snow was rescued from a drain in Pandan Indah. It is not known whether she is lost or abandoned. This mix-breed is small-sized and is expected to be around one year old. She is so adorable and wants to be around people all the time and whines delightfully to attract attention. Her favorite act is to go on her belly for that ""rub rub"" It is believed that she could have been spayed. Please open your heart and home to her. You will not regret it. Call us at.",2,13650
2,5,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,Very quiet cat. Has a 'blur' expression all the time. Owner of a cute voice.,2,13651
1,1,307,0,2,1,2,0,2,1,2,1,1,1,1,0,41326,very friendly and active..cyberjaya.,4,13652
1,2,141,307,2,1,2,0,2,1,3,3,2,1,1,0,41326,Lovely puppy looking for home sweet home. Commitment to spay is compulsory,3,13653
2,3,266,0,2,1,7,0,1,1,3,3,3,1,1,0,41401,"We found this cute kitten at petronas station in taman melati on /11. We took her home, feed and wash her. I am very worried for her safety since our cat keep on attacking her. We would like to seek for her new home as soon as possible. She is very active, loves to play, very manja and a very loving cat..:-)",4,13654
1,12,307,0,2,2,7,0,1,1,1,1,1,1,1,0,41401,"Adorable Dao Dao is active and smart watchdog. She is pure white except an brown patch on the back of her body. Once she knows you, she is very loyal and devoted With full of kisses she gonna give u every nite before bed. Please call if you can give her a good home. Thanks. :)",4,13656
1,60,207,307,2,3,5,7,2,2,1,1,1,1,1,0,41326,"Gender: Female (spayed) Nickname: Candy Age: 5 years Color/Markings: wheatish White Size at Maturity: Medium Potential: Perfect Pet & a great family dog Breed: Silky Terrier Mix Location: USJ, Subang Availability Date: Anytime Candy is a very sweet dog, affectionate and enjoys playing with kids & adults.She will be a great family addition. She has a nice medium coat and a beautiful big and round black eyes (like a doll) Candy will also be a good guard dog as she is very Intelligent and has keen alertness of a true Terrier nature. She is also very obedient, loving and she's in perfect health Contact Information: 1) Sharan - 2) Manjit -",2,13657
1,2,307,307,1,1,2,7,2,2,1,1,2,1,1,0,41326,For Adoption,1,13658
2,1,299,0,3,1,2,3,1,2,2,2,2,1,5,50,41326,"Our two cats gave birth to these healthy 5 kittens, and we are looking to rehome them. They are currently 5 weeks old, breast fed by their mother and is currently being fed biscuits on the side as well.",2,13659
2,12,292,265,2,1,6,7,2,2,1,1,1,1,1,0,41326,"Yoyo was 1kg when i first found her, six months old then. Skinny, sick and unhappy. Now, she is almost 1 year old, vaccinated and Dewormed. Playful, but always get sick because of her staying environment now. She stays in animal clinic, whereby lots of virus. Yoyo loves bathing, loves to be carry, loves to play hide and seek. Possible adopter must have experience on how to take care of a INDOOR cat. Owners without any other cats will get consider first. Terms and conditions apply.",3,13661
2,3,265,0,1,1,6,0,2,2,2,2,2,1,1,0,41401,"Hi, this kitty i found near street. He is very playful and hyperactive. Like to play with you. Any kind soul willing to adopt this kitty, please call or message Madam Teh",4,13662
1,2,32,307,1,1,2,0,2,1,1,1,2,1,1,100,41401,"Dumped in the forest of Hulu Langat, i found him hiding under my car after being chased by the malays there (due to fear). Very curious and playful pup, to spay when he's old enough (abt 5mths). Alrd dewormed and vaccinated 1st shot, hence the adoption fee. I'm currently paying boarding expenses on my own. Please open your heart and give him a loving home!",2,13663
1,2,307,0,3,1,7,0,2,2,2,2,2,1,5,8,41336,The mummy dog gave birth 2 months ago of 7 cute puppies. We will keep 2 of them and will try to find a new place for the other five. They all can eat cook foods and dog foods now and are ready for exploring a new world. Please sms or email me if you love and ready to look after any of them. Cheers.,2,13664
2,15,299,299,2,4,0,0,2,1,1,2,2,1,3,0,41345,- Beautiful fur-striped - Friendly - Long tail/long body - Eat blackwood - Active - No cage include,1,13666
1,1,307,307,3,2,5,7,3,1,2,2,2,2,6,0,41326,"THE SUSPECTED FATHER IS A MOTOR VEHICLE WORKSHOP WATCHDOG. THEIR MOM GAVE BIRTH TO THEM AT A SECOND HAND CAR DEALER. THERE IS SOME MINOR SKIN INJURY ON SOME OF THE PUPPIES BUT NOT SERIOUS. PUPPIES ARE PLAYFUL, HOWEVER A LITTLE LACK OF NUTRITION AS THE MOTHER IS ALWAYS AWAY. THEY ARE NOW STILL LOCATED AT THE SECOND HAND CAR DEALER SHOP, VERY NEAR TO THE MAIN ROAD (MANY LORRIES AND CARS DRIVE PASS HERE EVERYDAY AS IT LEADS FROM THE PORT TO THE HIGHWAY. I AM AFRAID THEY WOULD BE WANDERING AROUND THE MAIN ROAD SOON AS THEY GET BIGGER AND MORE CURIOUS. URGENTLY NEED ADOPTERS FOR THESE PUPPIES.",4,13667
2,12,247,292,2,6,0,0,2,1,1,1,1,1,1,0,41326,"Graceful Cat is looking for a new owner, that would take a good care of her. She is well-groomed and neat. Have to give away, because leaving back to my country :(",3,13670
2,12,266,0,1,1,7,0,3,1,2,2,2,1,1,0,41326,"This cat I took today, he is a stray that I've been feeding since I've moved at this area, along with the other 10+ cats. I took only 3(check another post) bcs this house can only keep a few cats at a time. I have a goal on rescuing the strays around here before i move back to my hometown. I'm finally finishing my study and my flight will be on 30th December to Kuching. Please help me to save them and the others as it's quite sad to imagine them waiting for me if i finally move. If they're not adopted they will be release back to their place on the night of 29th December. Location : Sunway Contact : Anne Yusuf",4,13671
2,2,266,0,3,1,2,7,1,1,2,1,2,1,2,0,41401,"heard kittens crying middle of the night, went to check around, saw these two, one in the drain, one on the edge.. bring home to foster and now they are up for adoption.. they are eating well, poo poo and pee in litter box.. very active when playing but quiet in cage.. very easy pair.. please offer them a place in your warm heart and home.. thank you very much.. :) 14th DECEMBER SHORTY AND SWEETY goes to a new loving home already.. :) THANK YOU DEBRA.. :)",1,13672
2,2,266,0,1,1,2,7,1,1,2,2,2,1,3,0,41326,"Rescued cats. All male. Mother neutered. All cats are clean, healthy, very active and playful. Feeding on Blackwood cat food. No fleas. Looking for responsible cat lover to adopt them all in one pack. Hope they will be living happily ever after ^^",1,13673
1,2,307,0,2,5,0,0,2,1,1,1,2,1,1,0,41326,"Giselle is a rescued pup, from a litter of six looking for a good home",4,13675
1,12,60,307,2,2,0,0,2,1,2,2,1,1,1,0,41326,she is quite and playful. Not bark unnecessary.she was throw by someone and almost accident because she did not been at out before. who willing to give her a new house can contact me.,4,13676
1,1,213,307,3,1,2,0,1,1,2,2,2,1,6,0,41326,six adorable fluffy + teddy bear looking puppies,2,13678
2,1,266,251,3,1,2,6,1,1,2,2,2,1,3,0,41326,These kittens were born by our domestic cat. The number of cats are increasing at our home since these kittens have older siblings that lives with us as well. We are looking for a more comfortable place for them,2,13679
1,12,307,0,1,1,0,0,2,1,2,1,1,1,1,0,41326,"Kiki is a 1 year old full black male dog and has been nuetered. He gets along very well with other dogs and very playful. Anyone who would like to adopt him, kindly contact me at /. Free transportation can be arranged if you are from KL, Selangor, NS, Melaka or JB. p/s: No tying up or caging or letting him out without leash. Thank you..",3,13683
2,2,266,0,1,1,2,7,1,1,2,2,2,1,1,0,41326,Adorable kittens ready to be adopted to a loving family,4,13685
2,3,307,0,2,1,3,7,1,1,3,3,3,1,1,0,41401,"I just rescue this kitty at pm near my apartment,she beg for food,keep follow me while i dog run my dog with me,current this kitty temporary keep by my aunty because I be away from //. Please contact Wendy if would could give her home,tq.",4,13686
2,2,285,266,3,1,3,0,1,2,3,3,3,2,3,0,41326,"mother and two kittens,one black and one orange, very playful the mother is black/brown, a quiet one. both kittens were injured when born in the leg which led to cut one leg from each one of them. for adoption together as a family.",4,13688
1,2,307,218,2,1,7,0,2,2,1,1,2,1,1,0,41326,"ONLY For KLANG VALLEY Chubby Tai aka Friday has a huge white star on her chest and floppy ears. She is huggable, playful and sweet. Will shower you with lots of kisses when you hold her. Smart and alert pup. She is among seven pups born Aug . Their mom, YT, is a terrier cross. Vaccination and neutering are COMPULSORY, to be paid by adopter. Please take note that pups require a lot of care and patience. Not recommended for those with long working hours and have no experience with dogs. Please call if interested.",3,13690
2,11,266,0,2,7,0,0,1,1,1,1,1,1,1,50,41401,"A real little lady, delicate and elegant. Urgently seeking adoption. Please contact me for more information.",1,13691
1,1,307,0,2,7,0,0,2,2,2,2,2,1,1,0,41327,no adoption fees but donations are encouraged for the use of our dog shelter (mercy foundation),4,13693
1,14,218,0,2,7,0,0,2,2,2,1,2,1,1,0,41326,"It was found at Cameron Highland and bring back by my cousin last year. I am not sure about the bread, but i think she should be mix bread. Her size is no.4 count from smallest size if you refer to dog chart at",2,13694
1,4,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,"These puppies were rescued from factory area... their mother have been spayed already.. there were 18 pups.. now left 10 puppies all brown all female... If no one adopts them, they will grow up to live as a homeless factory area dog living on the streets and they could get caught by the town council sooner or later or get hit by heavy trucks .. They may not look as cute or pretty as they are now much bigger... but please spare a space in your heart and your home for one of this little ones so they dont have to live on the streets in the future and suffer the faith of a street dog.. tq Thank you",4,13695
1,24,178,0,1,7,0,0,1,3,1,1,2,1,1,300,41401,"Baby is 2 years old, very active puppy, looking for new owner. will included his pet food, shampoo, nail clipper.",2,13697
1,2,189,307,2,1,0,0,2,1,2,2,2,1,1,0,41401,"Jojo is cute, playful and addorable! Only serious adopter.",3,13698
2,12,292,0,2,2,3,0,2,2,3,3,3,2,1,0,41326,"Achik was adopted one year ago, that time she still a kitten, and now she become a mother of 4 kitten, she's very close with owner,easy to take care, but she losing weight after give birth, i try to.take care of her, but i can't afford to.take care so much cats right now, searching someone can take care her, she had a minor injured bcause of fungus, but i already take her to the clinic and she getting better now :)",4,13699
1,12,307,0,2,7,0,0,2,3,3,3,3,1,1,0,41326,"I found this dog infront of my office. It looks very dirty but I'm sure if take a good care of it, it will be nice. Please help to save her/him.",3,13703
1,48,307,0,2,7,0,0,2,2,1,1,1,1,1,0,41336,Friendly and cute,4,13704
2,1,266,0,1,2,7,0,1,1,2,2,2,1,1,0,41326,"Only for serious adopters! I can only take care of him temporarily, so I wish to get an adopter who can take care of him permanently. It'll be great if the adopter can adopt more than one siblings together. They are very playful and energetic. Area: Cyberjaya For those interested, you can Whatsapp or call this numbers: Pang - Yin Yin -",2,13705
1,84,240,0,2,1,3,7,1,1,1,1,2,1,1,0,41326,"Mei is a purebred Yorkshire Terrier. She is 7 this year. Healthy, playful and very intelligent. She is toilet trained (in the toilet), but these past few months she has had to be left outside in my backyard, as unfortunately, I have a son that's allergic to pets. She has a sister, Yuki, aged 9 (also up for adoption). Mei loves human contact and loves to play. She loves belly rubs and love cuddling up to us. She don't like socks, and will growl (or nibble at your feet) at you if you wear socks :) She doesn't bite, just barks - harmlessly!",2,13706
2,5,266,265,2,2,7,0,1,1,2,2,2,1,1,0,41401,"After i gave away my cat's kitten, i have only left with one male cat once his mother cat,Memey died. So i adopt two more cats from pet finder as well. I just wanted the male but was given the female as well. And the female has given birth to two kitten. Since i can only manage to care for few cats, im looking for someone who can adopt one female kitten of mine. She can be very manja at times but can also be scared/shy at times. I hope she can have a new home. I havent neutered her. But will do so if no one's adopting her in few weeks.",3,13707
1,2,39,188,1,1,2,7,2,1,1,1,2,1,2,0,41326,"BowWow! My name is Junior with smooth coat and dark patches like my father, Mr. B.Collie. I have a younger brother Julien with me here. We are both 10 weeks old now and understand some basic commands like sit, lay down. Energetic we are, we like to play while curiously to explore. We used to have 10 siblings altogether and most of them have found new home to stay now. If you are planning to keep a dog, can you consider to adopt us? Ruff Ruff ! Warm hugs!",2,13710
1,2,307,0,2,2,0,0,2,1,2,2,2,1,4,0,41332,"FOR SERIOUS AND RESPONSIBLE ADOPTER ONLY Abandon puppy found around food court,but condition is very healthy. IRENE:(Call this number first)",3,13711
2,7,254,266,2,1,2,4,3,1,3,3,3,1,1,0,41401,"Due for vaccination and neutering starting 12 Dec'15. Age to be re-confirmed by clinic. Cat did not want to go away when released by the clinic. Adopter must commit to : * Vaccination 2nd time * Neutering 10 days AFTER vaccination, if NOT yet done. * Securing the house to avoid cat escaping to mate BEFORE neuter * Keeping the cat indoors to avoid it getting run down by cars. FREE gift(s) available for OPTIONAL donation to medical / rescue costs. Otherwise cat is FREE to good home.",2,13713
2,4,262,0,3,1,2,7,2,2,2,2,2,1,3,0,41326,"A pregnant mother cat was in the house we now stay in. She had three kittens that need a great chance of living in a caring home. All three kittens have very different personalities :) Kitten 1: The only male kitten of the litter. Has a good appetite for food and fun. He is a little timid but after getting to know you is very friendly and lively. Is litter box trained. Kitten 2: She was the runt of the litter but now is healthy and happy. She is adventurous and curious. Is friendly, mild mannered and has a good temperament. Is litter box trained Kitten 3: She has a very unique meow. Is active and likes to discover new things. Can be nervous but adapts to new environments quite easily. Has a good appetite and is friendly. Is litter box trained. They socialise easily with humans and other cats. We decided not to name them because we were already getting too attached. You can name them once they are home with you :)",3,13714
2,3,266,254,2,2,3,0,2,1,1,1,1,1,1,150,41326,"Sophie was found abandoned and orphaned at age one week at the neighbourhood food court. We raised her by hand but now need to find her a good home so we would have the space and resources to help other unfortunate kitties out there too. She is active, playful and intelligent. She has been dewormed, vaccinated and toilet-trained. Adopter must agree to keep her indoors and have her spayed at age 5 months. An RM Spaying Deposit will be requested and will be refunded in full upon producing proof of spaying. Alternatively, I will assist in taking her to the vet for spaying, and the deposit will be applied for the same. Please contact me (Ee Lynn) at or if interested. Sophie has been through a lot in her young life and needs a kind and loving permanent home.",3,13715
1,24,307,0,1,5,0,0,2,1,1,1,3,1,1,0,41326,"Milky was rescued from Puchong pound which schedule to Put To Sleep last week. Currently, I am fostering Milky. Milky has been sent to vet for medical check up and vaccination after rescued. Milky is very tame, friendly and a very good guard dog.",4,13716
1,4,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,"Tammy is a sweet little girl dumped with her siblings at a high traffic entrance. If she is not picked up, she will either be roll over by cars or die of dehydration. Pls adopt her. She is playful, smart and cute. If you are interested, pls call me at",4,13718
2,1,266,0,2,7,0,0,1,1,3,3,3,1,1,0,41326,Snowie is 4 weeks old. She uses the litter box and is very friendly. We are working on weaning her. When she is weaned to kibbles in about 3-4 weeks she can join her new family. Please PM me if you are interested in adopting her.,1,13719
2,5,266,0,1,3,0,0,1,1,1,1,2,1,1,0,41326,Tom Tom loves to kiss and nibbles a lot He is very playful,4,13720
1,5,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41327,"This cute puppy was rescued off of the streets. Dakota is a very active puppy who loves attention. Due to our busy schedule, we are unable to give him all the attention this sweetheart deserves. He is vaccinated and dewormed. However, he is too young to be neutered. We hope that we can find a good home that he will be happy in. We can give all supplies to whoever adopts (food, food and water bowls, leash, dog toys...etc)",2,13722
1,3,307,0,2,2,7,0,2,2,1,1,2,1,1,0,41326,Dee Dee is a sweet girl 3 month old girl who is friendly and loving. She just loves to play with children. She is looking for her forever home. Please call us at if you wish to give her a place in your heart and home.,3,13723
1,84,152,0,1,1,2,0,1,2,3,1,2,2,1,0,41401,"Found male miniature pinscher wandering about at highway, the dog is very docile and quiet. Easy to manage and loves walks.",2,13728
2,1,266,0,3,4,6,7,1,1,2,2,2,1,3,0,41336,"Rescued these kittens nearby JB Taman Molek, interested adopters please email me urgently. Thank you!",1,13729
2,1,266,305,2,1,5,7,2,1,2,1,2,1,1,30,41326,"Introducing foxy little Khaleesi! ♥ Female kitten, 5 weeks old. White coated with black spots and pretty green eyes. ♥ A little diva! She acts classy 24/7 (constantly grooming herself and observing her surroundings). She's soft-mannered even during her most playful moods. A very mature girl! ♥ Vocal and will call out to you when she sees you. :) Khaleesi loves both people and will willingly approach any other friendly cat. She's an outgoing character. ♥ Healthy, has been de-wormed (once), is still too young to be vaccinated. Already clever with the litter-box and able to eat kibbles independently. ***[IMPORTANT] Note for potential adopters*** ○ Khaleesi must be kept % indoors for her own safety. Apartments need to be cat-safe. ○ Khaleesi must be spayed when she's older. She was rescued from the streets and there are far too many kittens like her out there who need homes. - Premium food feeding only (no Whiskas, Friskies etc). Please inquire, this is for her long term welfare. Please drop me an email or call if you feel that you may be just the right person for this girl. Thank you!",1,13730
2,0,266,0,3,2,5,7,2,2,2,2,3,1,3,0,41401,"I was out jogging when I stumbled across 3 kittens in a box. They were covered in red ants so I was compelled to bring them home. As I already have a cat, I am unable to care for this little lot. I have been feeding them baby milk for the past two days. They are very young (approximately 2 weeks old) and unable to eat solid foods as yet. Adoption is free, self-collection from Taman Seputeh, KL. My contact number is.",3,13731
2,21,299,0,1,4,7,0,2,1,1,1,1,1,1,0,41326,"Squirrel is the kitten of of one of my older cats who has passed away. I've had him since he was born. Squirrel is intelligent, patient, friendly, playful and very affectionate.",4,13735
2,1,265,0,3,1,2,5,2,2,2,2,2,1,5,0,41326,Mia has given birth to 4 lovely kittens on 27 May Her kittens are ready for adoption. Bare in mind that they are ready to be wean but are not yet toilet trained. They are learning how to eat solid food. Mia is also up for adoption. You have to spayed/neutered it if you don't plan on having more cats.,3,13738
2,7,266,0,1,1,6,0,2,1,1,1,1,1,1,0,41326,Mawi was born this year and he is very active cat. He loves to play and have a big yellow eyes.,2,13740
2,5,266,0,2,5,7,0,2,1,3,3,2,1,1,0,41326,Shiro needs a proper home because she is not safe here. Terminators are always coming here to dispose shiro and her other friend.please give a proper home for her with lots pf love. Location:IIUM Gombak Contact no: (whatsapp available),2,13741
